Altium Designer Pick and Place Locations
C:\Users\chase.hathaway\Documents\Emergence\node24_7-29-18\node24\release\assy\Pick Place\Pick Place for node24(DEV).txt

========================================================================================================================
File Design Information:

Date:       30/07/18
Time:       00:30
Revision:   Not in VersionControl
Variant:    DEV
Units used: mil

Designator Comment                                                   Layer       Footprint                                             Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                               
U3E        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              2931.102      1171.258      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3F        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              2931.102      1742.124      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3G        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              2931.102      2312.990      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3H        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              2931.102      2883.856      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3I        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       -1112.206     360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3J        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       -541.340      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3K        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       29.526        360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3L        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       600.392       360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3M        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       1171.258      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3N        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       1742.124      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3O        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       2312.990      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3P        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              724.409       2883.857      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3Q        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1517.717     -1112.207     360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3R        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1517.717     -541.340      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3S        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1517.717     29.526        360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3T        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1517.717     600.392       360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3U        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1517.717     1171.258      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3V        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1517.717     1742.124      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3W        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1519.685     2312.990      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
U3X        IC_PMIC_TI_DRV8825PWPR                                    TopLayer    IC_TSSOP28_0MM65_EP52X31                              -1519.685     2883.856      360      "IC MOTOR DRIVER PAR 28HTSSOP"                                                                                                            
R23A       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      -1250.002     270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23B       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      -679.136      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23C       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      -108.270      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23D       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      462.597       270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23E       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      1033.463      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23F       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      1604.329      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23G       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      2175.195      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23H       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      2746.061      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23I       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       -1250.002     270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23J       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       -679.135      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23K       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       -108.269      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23L       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       462.597       270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23M       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       1033.463      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23N       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       1604.329      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23O       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       2175.195      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23P       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       2746.061      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23Q       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     -1250.002     270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23R       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     -679.136      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23S       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     -108.270      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23T       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     462.596       270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23U       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     1033.463      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23V       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     1604.329      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23W       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1889.764     2175.195      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R23X       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1889.764     2746.061      270      "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24A       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      -984.254      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24B       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      -413.388      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24C       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      157.478       90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24D       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.024      728.345       90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24E       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      1299.211      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24F       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      1870.077      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24G       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      2440.943      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24H       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              2561.023      3011.809      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24I       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       -984.254      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24J       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       -413.387      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24K       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       157.479       90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24L       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       728.345       90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24M       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       1299.211      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24N       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       1870.077      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24O       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       2440.943      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24P       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              354.331       3011.809      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24Q       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     -984.254      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24R       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     -413.388      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24S       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     157.478       90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24T       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     728.344       90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24U       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     1299.211      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24V       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1887.795     1870.077      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24W       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1889.764     2440.943      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
R24X       RES_2010_0R25_1W_CSRN2010FKR250                           TopLayer    RES2010N                                              -1889.764     3011.809      90       "Res Thick Film 2010 0.25 Ohm 1% 1W ±250ppm/C Molded SMD Plastic T/R"                                                                     
C59        "100nF 50V"                                               TopLayer    CAPC0603(1608)100_L                                   -1870.079     -2598.425     180      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C60        "100nF 50V"                                               TopLayer    CAPC0603(1608)100_L                                   -2116.142     -1692.913     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C61        "4.7uF 10V"                                               TopLayer    CAPC0603(1608)100_L                                   -1751.968     -1653.543     360      "CAP 4.7uF 10V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C62        "100nF 50V"                                               TopLayer    CAPC0603(1608)100_L                                   -2047.244     -2598.425     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C63        "470pF 50V"                                               TopLayer    CAPC0603(1608)100_L                                   -1456.693     -1988.189     180      "CAP 470pF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C64        "1uF 10V"                                                 TopLayer    CAPC0603(1608)100_L                                   -1456.693     -1938.976     180      "CAP 1uF 10V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                   
C66        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -1781.496     -2145.669     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C67        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -1958.661     -1692.914     180      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C65        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -1653.543     -1860.236     270      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
J4         L829-1J1T-43                                              BottomLayer BELS-L829-1J1T-43_V                                   -2278.465     -2125.984     270      "Gigabit MagJack(R) Ultra Low Profile, 10/100/1000 Base-T, 19-Pin THD, RoHS, Tray"                                                        
L3         BEAD_LAIRD_MI0603J601R-10                                 TopLayer    0603L                                                 -1751.968     -1712.598     360      "FERRITE BEAD 600 OHM 0603"                                                                                                               
R25        10K                                                       TopLayer    RESC0603(1608)_L                                      -1604.331     -1860.236     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R26        10K                                                       TopLayer    RESC0603(1608)_L                                      -1456.693     -1860.236     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R3         10K                                                       TopLayer    RESC0603(1608)_L                                      -1751.969     -1860.236     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R4         "220R 1% 0603(1608)"                                      TopLayer    RESC0603(1608)_L                                      -2627.953     -1948.819     90       "220R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R5         33R                                                       TopLayer    RESC0603(1608)_L                                      -1555.118     -1860.236     270      "33R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R6         33R                                                       TopLayer    RESC0603(1608)_L                                      -1505.905     -1860.236     270      "33R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R7         10K                                                       TopLayer    RESC0603(1608)_L                                      -1702.756     -1860.236     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R8         12K1                                                      TopLayer    RESC0603(1608)_L                                      -1535.433     -2194.882     270      "12K1 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R9         33R                                                       TopLayer    RESC0603(1608)_L                                      -1801.181     -1860.236     270      "33R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R10        "220R 1% 0603(1608)"                                      TopLayer    RESC0603(1608)_L                                      -2627.953     -2303.150     270      "220R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R11        1K5                                                       TopLayer    RESC0603(1608)_L                                      -1850.394     -1860.236     270      "1K5 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R12        33R                                                       TopLayer    RESC0603(1608)_L                                      -1781.496     -2007.874     270      "33R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R47        10K                                                       TopLayer    RESC0603(1608)_L                                      -1830.709     -2007.874     90       "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
U9         LAN8742A-CZ-TR                                            TopLayer    QFN24_B4X4_P0MM5_EP                                   -1614.173     -2047.244     180      "LAN8742A-CZ-TR - Small Footprint RMII 10/100 Ethernet, Transceiver with HP Auto-MDIX and flexPWR Technology SQFN-24"                     
C8         "220UF 50V ALUM"                                          TopLayer    CAPAE_D10_BH10MM3                                     -2086.614     -2992.126     270      "CAP ALUM 220UF 20% 50V SMD"                                                                                                              
C56        CAP_CER_10UF_1210_CL32B106KPINNNE                         TopLayer    1210C                                                 551.181       -2017.716     90       "Cap Ceramic 10uF 10V X7R 10% SMD 1210 125C Embossed T/R"                                                                                 
C57        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   68.897        -2076.772     90       "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
U1         LD1117S50TR                                               TopLayer    SOT-223                                               285.433       -2076.772     360      "Fixed LDO Voltage Regulator, 5.3V to 15V, 1.1V Dropout, 3.3Vout, 950mAout, SOT-223-4"                                                    
R27        10K                                                       TopLayer    RESC0603(1608)_L                                      679.134       -3375.984     180      "10K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                     
R30        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      1505.906      -1643.701     90       "Jumper 0603 (1608 Metric)"                                                                                                               
C1         "220UF ALUM 10MM"                                         TopLayer    CAPAE_D10_BH10MM3                                     -2598.425     -2992.126     270      "CAP ALUM 220UF 20% 50V SMD"                                                                                                              
C76        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   2539.370      -1643.701     270      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C80        "27pF 50V"                                                TopLayer    CAPC0603(1608)100_L                                   1131.890      -2687.008     360      "CAP 27pF 50V ±5% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                   
C81        CAP_CER_10UF_1210_CL32B106KPINNNE                         TopLayer    1210C                                                 -433.071      -2480.315     180      "Cap Ceramic 10uF 10V X7R 10% SMD 1210 125C Embossed T/R"                                                                                 
C83        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -895.669      -3080.709     180      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
C12        100nF                                                     TopLayer    CAPC0603(1608)100_L                                   -1033.465     -3080.709     360      "CAP 100nF 50V ±20% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                 
D10        DIODE_SCHOTTKY_40V_3A_SMC_DIO_B340-13-F                   TopLayer    DIODE_SMC                                             -551.181      -2913.386     90       "DIODE SCHOTTKY 40V 3A SMC"                                                                                                               
L4         IND_100UH_5A3_SRP1770TA-101M                              TopLayer    IND_17MM_SMT                                          39.370        -2805.118     90       "Surface Mount Power Inductor, SRP1770TA Series, 100UH, 5.3 A, 12 A, Shielded, 0.118 ohm"                                                 
R31        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      1448.268      -3164.449     90       "Jumper 0603 (1608 Metric)"                                                                                                               
R32        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      1586.063      -3164.449     90       "Jumper 0603 (1608 Metric)"                                                                                                               
R33        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      1517.165      -3164.449     90       "Jumper 0603 (1608 Metric)"                                                                                                               
R34        100K                                                      TopLayer    RESC0603(1608)_L                                      2716.535      -2125.984     360      "100K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R52        "JMP 0603"                                                TopLayer    RESC0603(1608)_L                                      -1181.102     -2047.244     270      "Jumper 0603 (1608 Metric)"                                                                                                               
R64        100K                                                      TopLayer    RESC0603(1608)_L                                      -944.882      -2047.244     90       "100K 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R68        49R9                                                      BottomLayer RESC0603(1608)_L                                      -1405.000     -2355.000     270      "49R9 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R69        100R                                                      BottomLayer RESC0603(1608)_L                                      -1305.000     -2355.000     90       "100R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R70        220R                                                      BottomLayer RESC0603(1608)_L                                      -1355.000     -2355.000     270      "220R 0.1W 1% 0603 (1608 Metric)  SMD"                                                                                                    
R71        "3K3 5% 0603"                                             TopLayer    RESC0603(1608)_L                                      2824.803      -1683.071     360      "3K3 0.1W 5% 0603 (1608 Metric)  SMD"                                                                                                     
R72        "3K3 5% 0603"                                             TopLayer    RESC0603(1608)_L                                      2824.803      -1604.331     360      "3K3 0.1W 5% 0603 (1608 Metric)  SMD"                                                                                                     
SW1        SWITCH_CTS_DIP_8BIT_SMD_219-8LPST                         BottomLayer SWITCH_DIP_CTS_8-BIT_219-8LPST                        -816.929      -1929.134     180      "Switch DIP ON OFF SPST 8 Flush Slide 0.1A 20VDC Gull Wing 2.54mm SMD Tube"                                                               
SW2        SWITCH_CK_TACTILE_SPST_SMD_PTS645SM43SMTR92LFS            BottomLayer SWITCH_CK_TACT_PTS645SM43SMTR92                       -1023.622     -2893.701     180      "SWITCH TACTILE SPST-NO 0.05A 12V"                                                                                                        
SW3        SWITCH_CK_TACTILE_SPST_SMD_PTS645SM43SMTR92LFS            BottomLayer SWITCH_CK_TACT_PTS645SM43SMTR92                       -511.811      -2891.732     180      "SWITCH TACTILE SPST-NO 0.05A 12V"                                                                                                        
TP2        TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              2559.055      -1456.693     180      "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP4        TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              2342.520      -1456.693     180      "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP5        TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              1919.291      -3395.669     180      "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP6        TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              1673.228      -3395.669     180      "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP7        TEST_POINT_KEYSTONE_5019_SMT                              TopLayer    TEST_POINT_KEYSTONE_5019                              1427.165      -3395.669     360      "Circuit Board Hardware - PCB TEST POINT"                                                                                                 
TP8A       STP                                                       TopLayer    TP_1MM                                                3149.606      -1066.929     90       TEST_PAD_NO_PART                                                                                                                          
TP8B       STP                                                       TopLayer    TP_1MM                                                3149.606      -496.063      90       TEST_PAD_NO_PART                                                                                                                          
TP8C       STP                                                       TopLayer    TP_1MM                                                3149.606      74.803        90       TEST_PAD_NO_PART                                                                                                                          
TP8D       STP                                                       TopLayer    TP_1MM                                                3149.606      645.670       90       TEST_PAD_NO_PART                                                                                                                          
TP8E       STP                                                       TopLayer    TP_1MM                                                3149.606      1216.535      90       TEST_PAD_NO_PART                                                                                                                          
TP8F       STP                                                       TopLayer    TP_1MM                                                3149.606      1787.402      90       TEST_PAD_NO_PART                                                                                                                          
TP8G       STP                                                       TopLayer    TP_1MM                                                3149.606      2358.268      90       TEST_PAD_NO_PART                                                                                                                          
TP8H       STP                                                       TopLayer    TP_1MM                                                3149.606      2929.134      90       TEST_PAD_NO_PART                                                                                                                          
TP8I       STP                                                       TopLayer    TP_1MM                                                942.913       -1066.929     90       TEST_PAD_NO_PART                                                                                                                          
TP8J       STP                                                       TopLayer    TP_1MM                                                942.913       -496.063      90       TEST_PAD_NO_PART                                                                                                                          
TP8K       STP                                                       TopLayer    TP_1MM                                                942.913       74.803        90       TEST_PAD_NO_PART                                                                                                                          
TP8L       STP                                                       TopLayer    TP_1MM                                                942.913       645.670       90       TEST_PAD_NO_PART                                                                                                                          
TP8M       STP                                                       TopLayer    TP_1MM                                                942.913       1216.536      90       TEST_PAD_NO_PART                                                                                                                          
TP8N       STP                                                       TopLayer    TP_1MM                                                942.913       1787.402      90       TEST_PAD_NO_PART                                                                                                                          
TP8O       STP                                                       TopLayer    TP_1MM                                                942.913       2358.268      90       TEST_PAD_NO_PART                                                                                                                          
TP8P       STP                                                       TopLayer    TP_1MM                                                942.913       2929.134      90       TEST_PAD_NO_PART                                                                                                                          
TP8Q       STP                                                       TopLayer    TP_1MM                                                -1299.213     -1066.929     90       TEST_PAD_NO_PART                                                                                                                          
TP8R       STP                                                       TopLayer    TP_1MM                                                -1299.213     -496.063      90       TEST_PAD_NO_PART                                                                                                                          
TP8S       STP                                                       TopLayer    TP_1MM                                                -1299.213     74.803        90       TEST_PAD_NO_PART                                                                                                                          
